source,id,title,authors,year,doi,url,venue,abstract,match_mv_abs,match_wean_abs,match_rl_abs,decision
openalex,https://openalex.org/W2609169452,A Reinforcement Learning Approach to Weaning of Mechanical Ventilation in Intensive Care Units,Niranjani Prasad; Lifang Cheng; Corey Chivers; Michael Draugelis; Barbara E. Engelhardt,2017,10.48550/arxiv.1704.06300,https://doi.org/10.48550/arxiv.1704.06300,,"The management of invasive mechanical ventilation, and the regulation of sedation and analgesia during ventilation, constitutes a major part of the care of patients admitted to intensive care units. Both prolonged dependence on mechanical ventilation and premature extubation are associated with increased risk of complications and higher hospital costs, but clinical opinion on the best protocol for weaning patients off of a ventilator varies. This work aims to develop a decision support tool that uses available patient information to predict time-to-extubation readiness and to recommend a personalized regime of sedation dosage and ventilator support. To this end, we use off-policy reinforcement learning algorithms to determine the best action at a given patient state from sub-optimal historical ICU data. We compare treatment policies from fitted Q-iteration with extremely randomized trees and with feedforward neural networks, and demonstrate that the policies learnt show promise in recommending weaning protocols with improved outcomes, in terms of minimizing rates of reintubation and regulating physiological stability.",True,True,True,keep
openalex,https://openalex.org/W4403729966,Extubation Decisions with Predictive Information for Mechanically Ventilated Patients in the ICU,Guang Cheng; Jingui Xie; Zhichao Zheng; Haidong Luo; Oon Cheong Ooi,2024,10.1287/mnsc.2021.01427,https://doi.org/10.1287/mnsc.2021.01427,,"Weaning patients from mechanical ventilators is a crucial decision in intensive care units (ICUs), significantly affecting patient outcomes and the throughput of ICUs. This study aims to improve the current extubation protocols by incorporating predictive information on patient health conditions. We develop a discrete-time, finite-horizon Markov decision process with predictions of future state to support extubation decisions. We characterize the structure of the optimal policy and provide important insights into how predictive information can lead to different decision protocols. We demonstrate that adding predictive information is always beneficial, even if physicians place excessive trust in the predictions, as long as the predictive model is moderately accurate. Using a comprehensive data set from an ICU in a tertiary hospital in Singapore, we evaluate the effectiveness of various policies and demonstrate that incorporating predictive information can reduce ICU length of stay by up to 3.4% and, simultaneously, decrease the extubation failure rate by up to 20.3%, compared with the optimal policy that does not utilize prediction. These benefits are more significant for patients with poor initial conditions upon ICU admission. Both our analytical and numerical findings suggest that predictive information is particularly valuable in identifying patients who could benefit from continued intubation, thereby allowing for personalized and delayed extubation for these patients. This paper was accepted by Carri Chan, healthcare management. Funding: This work was supported by the Academic Research Fund (AcRF) Tier 2, Ministry of Education, Singapore [Grant MOE2019-T2-1-185] and the National Natural Science Foundation of China [Grants 71921001 and 72091210]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2021.01427 .",True,True,True,keep
google_scholar,https://arxiv.org/abs/1704.06300,A reinforcement learning approach to weaning of mechanical ventilation in intensive care units,N Prasad; LF Cheng; C Chivers; M Draugelis,2017,,https://arxiv.org/abs/1704.06300,,,False,False,False,keep_no_abstract
google_scholar,https://link.springer.com/article/10.1186/s12911-019-0763-6,Inverse reinforcement learning for intelligent mechanical ventilation and sedative dosing in intensive care units,C Yu; J Liu; H Zhao,2019,,https://link.springer.com/article/10.1186/s12911-019-0763-6,,,False,False,False,keep_no_abstract
google_scholar,https://www.research-collection.ethz.ch/handle/20.500.11850/473932,Weaning of Mechanically Ventilated Patients in the Intensive Care Unit: A Clinician-in-the-Loop Reinforcement Learning Approach,NE Rüegsegger,2021,,https://www.research-collection.ethz.ch/handle/20.500.11850/473932,,,False,False,False,keep_no_abstract
google_scholar,https://www.jmir.org/2024/1/e44494/,Reinforcement learning to optimize ventilator settings for patients on invasive mechanical ventilation: retrospective study,S Liu; Q Xu; Z Xu; Z Liu; X Sun; G Xie; M Feng,2024,,https://www.jmir.org/2024/1/e44494/,,,False,False,False,keep_no_abstract
google_scholar,https://ia.intanes.org/pdf/P1.pdf,Development and validation of a reinforcement learning algorithm to dynamically optimize mechanical ventilation in patients with moderate-severe acute …,H Li; J Huo; MSY Liu; Z Li; A Hu,2024,,https://ia.intanes.org/pdf/P1.pdf,,,False,False,False,keep_no_abstract
google_scholar,https://link.springer.com/article/10.1007/s42242-018-0030-1,The efficacy and effectiveness of machine learning for weaning in mechanically ventilated patients at the intensive care unit: a systematic review,MT Kwong; GW Colopy; AM Weber; A Ercole,2019,,https://link.springer.com/article/10.1007/s42242-018-0030-1,,,False,False,False,keep_no_abstract
google_scholar,https://www.nature.com/articles/s41746-021-00388-6,Development and validation of a reinforcement learning algorithm to dynamically optimize mechanical ventilation in critical care,A Peine; A Hallawa; J Bickenbach; G Dartmann,2021,,https://www.nature.com/articles/s41746-021-00388-6,,,False,False,False,keep_no_abstract
google_scholar,https://arxiv.org/abs/2102.06779,Machine learning for mechanical ventilation control,D Suo; N Agarwal; W Xia; X Chen; U Ghai; A Yu,2021,,https://arxiv.org/abs/2102.06779,,,False,False,False,keep_no_abstract
google_scholar,https://www.mdpi.com/2077-0383/13/5/1505,"Using artificial intelligence to predict mechanical ventilation weaning success in patients with respiratory failure, including those with acute respiratory distress …",T Stivi; D Padawer; N Dirini; A Nachshon,2024,,https://www.mdpi.com/2077-0383/13/5/1505,,,False,False,False,keep_no_abstract
google_scholar,https://dl.acm.org/doi/abs/10.1145/3721201.3721370,Matching-Based Off-Policy Evaluation for Reinforcement Learning Applied to Mechanical Ventilation,JS Lee; M Mahendra; A Aswani,2025,,https://dl.acm.org/doi/abs/10.1145/3721201.3721370,,,False,False,False,keep_no_abstract
google_scholar,https://arxiv.org/abs/2404.03105,Methodology for Interpretable Reinforcement Learning for Optimizing Mechanical Ventilation,JS Lee; M Mahendra; A Aswani,2024,,https://arxiv.org/abs/2404.03105,,,False,False,False,keep_no_abstract
google_scholar,https://www.jmir.org/2020/7/e18477/,Reinforcement learning for clinical decision support in critical care: comprehensive review,S Liu; KC See; KY Ngiam; LA Celi; X Sun,2020,,https://www.jmir.org/2020/7/e18477/,,,False,False,False,keep_no_abstract
google_scholar,https://arxiv.org/abs/2506.14375,IntelliLung: Advancing Safe Mechanical Ventilation using Offline RL with Hybrid Actions and Clinically Aligned Rewards,MH Yousuf; J Li; S Vahdati; R Theilen,2025,,https://arxiv.org/abs/2506.14375,,,False,False,False,keep_no_abstract
google_scholar,https://jscholarship.library.jhu.edu/items/3a79c52f-7b62-4d39-97dd-dbe51ddb3d19,Intelligent Patient Management and Control,X Zhang,2025,,https://jscholarship.library.jhu.edu/items/3a79c52f-7b62-4d39-97dd-dbe51ddb3d19,,,False,False,False,keep_no_abstract
google_scholar,https://link.springer.com/article/10.1186/s12911-020-1120-5,Supervised-actor-critic reinforcement learning for intelligent mechanical ventilation and sedative dosing in intensive care units,C Yu; G Ren; Y Dong,2020,,https://link.springer.com/article/10.1186/s12911-020-1120-5,,,False,False,False,keep_no_abstract
google_scholar,https://sfucsss.org/MEDIA_URL/mailbox_attachments/2022/08/17/095261ee530a4b0391d0a39d9e7e5c98.pdf,Personalization of Mechanical Ventilation Treatment using Deep Conservative Reinforcement Learning,F Kondrup; T Jiralerspong; E Lau; N de Lara,2021,,https://sfucsss.org/MEDIA_URL/mailbox_attachments/2022/08/17/095261ee530a4b0391d0a39d9e7e5c98.pdf,,,False,False,False,keep_no_abstract
google_scholar,https://ieeexplore.ieee.org/abstract/document/10935822/,Improving Patient-ventilator Synchrony during Pressure Support Ventilation based on Reinforcement Learning Algorithm,L Hao; X Wang; S Ren; Y Shi; M Cai,2025,,https://ieeexplore.ieee.org/abstract/document/10935822/,,,False,False,False,keep_no_abstract
google_scholar,https://www.tandfonline.com/doi/abs/10.2147/IJGM.S515170,Advances in Machine Learning for Mechanically Ventilated Patients,Y Xu; J Xue; Y Deng; L Tu; Y Ding,2025,,https://www.tandfonline.com/doi/abs/10.2147/IJGM.S515170,,,False,False,False,keep_no_abstract
google_scholar,https://arxiv.org/abs/2511.06111,Guardian-regularized Safe Offline Reinforcement Learning for Smart Weaning of Mechanical Circulatory Devices,A Tumay; S Sun; S Fereidooni; A Dumas,2025,,https://arxiv.org/abs/2511.06111,,,False,False,False,keep_no_abstract
google_scholar,https://medinform.jmir.org/2025/1/e64592,Prediction of Spontaneous Breathing Trial Outcome in Critically Ill-Ventilated Patients Using Deep Learning: Development and Verification Study,HC Yang; ATH Hao; SC Liu; YC Chang,2025,,https://medinform.jmir.org/2025/1/e64592,,,False,False,False,keep_no_abstract
